"tweets","words","sentiment"
1,"No",NA
1,"not",NA
1,"even",NA
1,"close",NA
1,"CocaCola",NA
1,"ymmfire",NA
1,"ymm",NA
1,"pictwittercom84xPFAei1j",NA
2,"Wildfire",NA
2,"causes",NA
2,"GDP",NA
2,"to",NA
2,"see",NA
2,"biggest",NA
2,"monthly",NA
2,"drop",NA
2,"in",NA
2,"seven",NA
2,"years",NA
2,"httpwww",NA
2,"mix1037fmcom20160730106",NA
2,"44V50cwIKnvaUtwitter",NA
2,"…",NA
2,"ymm",NA
2,"ymmfire",NA
2,"rmwb",NA
2,"pictwittercomGw6VwVcoyd",NA
3,"Wildfire",NA
3,"causes",NA
3,"GDP",NA
3,"to",NA
3,"see",NA
3,"biggest",NA
3,"monthly",NA
3,"drop",NA
3,"in",NA
3,"seven",NA
3,"years",NA
3,"httpwww",NA
3,"mix1037fmcom20160730106",NA
3,"44V50cwIKnvaUtwitter",NA
3,"…",NA
3,"ymm",NA
3,"ymmfire",NA
3,"rmwb",NA
3,"pictwittercomv5nOZxmRvI",NA
4,"AW",NA
4,"welcoming",NA
4,"back",NA
4,"everyone",NA
4,"with",NA
4,"free","positive"
4,"free",NA
4,"burgers",NA
4,"httpwww",NA
4,"mix1037fmcom20160730106",NA
4,"36V50YGeAcvktwitter",NA
4,"…",NA
4,"ymm",NA
4,"ymmfire",NA
4,"rmwb",NA
5,"AW",NA
5,"welcoming",NA
5,"back",NA
5,"everyone",NA
5,"with",NA
5,"free","positive"
5,"free",NA
5,"burgers",NA
5,"httpwww",NA
5,"mix1037fmcom20160730106",NA
5,"36V50YGeAcvktwitter",NA
5,"…",NA
5,"ymm",NA
5,"ymmfire",NA
5,"rmwb",NA
6,"fmspca",NA
6,"is",NA
6,"OPEN",NA
6,"Wed",NA
6,"to",NA
6,"Sun",NA
6,"July",NA
6,"2731",NA
6,"115pm",NA
6,"for",NA
6,"FREE",NA
6,"pet","negative"
6,"supplies","positive"
6,"Kennels",NA
6,"toys",NA
6,"more",NA
6,"ymmfire",NA
6,"ymmstrong",NA
6,"ymm",NA
6,"pictwittercom0j1f2P87Lm",NA
7,"First",NA
7,"public","anticipation"
7,"public","positive"
7,"meeting",NA
7,"for",NA
7,"recovery","positive"
7,"recovery","positive"
7,"committee","trust"
7,"httpwww",NA
7,"mix1037fmcom20160730106",NA
7,"29V5zzZ7czI0ktwitter",NA
7,"…",NA
7,"ymm",NA
7,"ymmfire",NA
7,"rmwb",NA
7,"pictwittercomWIVLYluEXL",NA
8,"First",NA
8,"public","anticipation"
8,"public","positive"
8,"meeting",NA
8,"for",NA
8,"recovery","positive"
8,"recovery","positive"
8,"committee","trust"
8,"httpwww",NA
8,"mix1037fmcom20160730106",NA
8,"29V5zzZ7czI0ktwitter",NA
8,"…",NA
8,"ymm",NA
8,"ymmfire",NA
8,"rmwb",NA
8,"pictwittercomCUMl3qJ1ZX",NA
9,"fmspca",NA
9,"is",NA
9,"OPEN",NA
9,"Wed",NA
9,"to",NA
9,"Sun",NA
9,"July",NA
9,"2731",NA
9,"115pm",NA
9,"for",NA
9,"FREE",NA
9,"pet","negative"
9,"supplies","positive"
9,"Kennels",NA
9,"toys",NA
9,"more",NA
9,"ymmfire",NA
9,"ymmstrong",NA
9,"ymm",NA
9,"pictwittercom5A8EgKdaxc",NA
10,"More",NA
10,"from",NA
10,"crdac",NA
10,"regarding",NA
10,"ymm",NA
10,"urban",NA
10,"Councillors",NA
10,"using",NA
10,"ymmfire",NA
10,"to",NA
10,"cancel","negative"
10,"cancel","sadness"
10,"cancel",NA
10,"cancel","negative"
10,"essential","positive"
10,"service",NA
10,"for",NA
10,"a",NA
10,"Metis",NA
10,"community","positive"
10,"httpwww",NA
10,"fortmacconnectca201607major",NA
10,"blowtoconklinmultiplex",NA
10,"…",NA
11,"Do",NA
11,"you",NA
11,"have",NA
11,"some",NA
11,"time","anticipation"
11,"to",NA
11,"volunteer","anticipation"
11,"volunteer","fear"
11,"volunteer","joy"
11,"volunteer","positive"
11,"volunteer","trust"
11,"this",NA
11,"week",NA
11,"ymm",NA
11,"Sign",NA
11,"up",NA
11,"here",NA
11,"",NA
11,"help",NA
11,"the",NA
11,"fmspca",NA
11,"http",NA
11,"owlycUK2302mAl8",NA
11,"ymmfire",NA
11,"pictwittercomEPt0dUMxTh",NA
12,"",NA
12,"apicazo",NA
12,"Great",NA
12,"choice","positive"
12,"Excellent",NA
12,"read",NA
12,"by",NA
12,"warnicam",NA
12,"on",NA
12,"the",NA
12,"ymmfire",NA
12,"",NA
13,"Next",NA
13,"Canadas",NA
13,"GDP",NA
13,"dropped","negative"
13,"significantly",NA
13,"in",NA
13,"May",NA
13,"due",NA
13,"to",NA
13,"the",NA
13,"ymmfire",NA
13,"I",NA
13,"talk","positive"
13,"to",NA
13,"trevortombe",NA
13,"about",NA
13,"the",NA
13,"numbers","positive"
13,"http",NA
13,"playernewstalk770com",NA
14,"May",NA
14,"was",NA
14,"the",NA
14,"worst","negative"
14,"worst",NA
14,"worst","negative"
14,"month",NA
14,"for",NA
14,"Canadas",NA
14,"economy","trust"
14,"in",NA
14,"more",NA
14,"than",NA
14,"7",NA
14,"years",NA
14,"httpwww",NA
14,"cbcca13693968",NA
14,"cdnpoli",NA
14,"canada",NA
14,"abfire",NA
14,"ymmfire",NA
14,"abpoli",NA
15,"Alberta",NA
15,"fires",NA
15,"torch",NA
15,"economy","trust"
15,"biggest",NA
15,"monthly",NA
15,"GDP",NA
15,"decline","negative"
15,"decline","negative"
15,"decline","negative"
15,"in",NA
15,"more",NA
15,"than",NA
15,"7",NA
15,"years",NA
15,"ymmfire",NA
15,"httpwww",NA
15,"nationalobservercom20160729new",NA
15,"salbertafirestorcheconomybiggestmonthlygdpdeclinemore7years",NA
15,"…",NA
16,"Syncrude",NA
16,"saves",NA
16,"summer",NA
16,"tree","anger"
16,"tree","anticipation"
16,"tree","disgust"
16,"tree","joy"
16,"tree","positive"
16,"tree","surprise"
16,"tree","trust"
16,"planting",NA
16,"program",NA
16,"despite","positive"
16,"delay","anger"
16,"delay","disgust"
16,"delay","fear"
16,"delay","negative"
16,"delay","sadness"
16,"delay","negative"
16,"delay",NA
16,"delay","negative"
16,"due",NA
16,"to",NA
16,"ymmfire",NA
16,"",NA
16,"http",NA
16,"owlybsk6302JLSh",NA
16,"oilsands",NA
16,"ymm",NA
16,"pictwittercomZAmXFmCUXF",NA
17,"Dans",NA
17,"la",NA
17,"série",NA
17,"des",NA
17,"pertes",NA
17,"au",NA
17,"2e",NA
17,"trimestre",NA
17,"à",NA
17,"cause",NA
17,"de",NA
17,"ymmfire",NA
17,"",NA
17,"Enbridge",NA
17,"et",NA
17,"Imperial",NA
17,"Oil",NA
17,"http",NA
17,"iciradiocanadacaregionsalbert",NA
17,"a20160729007compagniepetrolierealbertaenregistrepertedeuxiemetrimestreshtml",NA
17,"…",NA
17,"pictwittercomg456iKYxwY",NA
18,"Baisse",NA
18,"de",NA
18,"06",NA
18,"du",NA
18,"PIB",NA
18,"en",NA
18,"mai",NA
18,"la",NA
18,"plus",NA
18,"marquée",NA
18,"depuis",NA
18,"2009",NA
18,"http",NA
18,"iciradiocanadacaregionsalbert",NA
18,"a20160729004baissepibmaiplusimportantefortmcmurraycanadashtml",NA
18,"…",NA
18,"economie",NA
18,"ymmfire",NA
18,"fortmcmurray",NA
18,"pictwittercomFV1asnZm65",NA
19,"fmspca",NA
19,"is",NA
19,"OPEN",NA
19,"Wed",NA
19,"to",NA
19,"Sun",NA
19,"July",NA
19,"2731",NA
19,"115pm",NA
19,"for",NA
19,"FREE",NA
19,"pet","negative"
19,"supplies","positive"
19,"Kennels",NA
19,"toys",NA
19,"more",NA
19,"ymmfire",NA
19,"ymmstrong",NA
19,"ymm",NA
19,"pictwittercomnRlk2MOVCi",NA
20,"ymm",NA
20,"float",NA
20,"in",NA
20,"ylb",NA
20,"parade","anticipation"
20,"parade","fear"
20,"parade","joy"
20,"parade","negative"
20,"parade","positive"
20,"parade","surprise"
20,"giving","positive"
20,"thanks",NA
20,"for",NA
20,"communities",NA
20,"ymmfire",NA
20,"response",NA
20,"pictwittercomxrpADaca6H",NA
21,"ICYMI",NA
21,"Cdn",NA
21,"economy","trust"
21,"shrinks",NA
21,"more",NA
21,"than",NA
21,"expected","anticipation"
21,"due",NA
21,"to",NA
21,"ymmfire",NA
21,"",NA
21,"Statcan",NA
21,"http",NA
21,"bitly2ahiUwN",NA
21,"pictwittercomoo4hp3Xkva",NA
22,"Do",NA
22,"you",NA
22,"have",NA
22,"some",NA
22,"time","anticipation"
22,"to",NA
22,"volunteer","anticipation"
22,"volunteer","fear"
22,"volunteer","joy"
22,"volunteer","positive"
22,"volunteer","trust"
22,"this",NA
22,"week",NA
22,"ymm",NA
22,"Sign",NA
22,"up",NA
22,"here",NA
22,"",NA
22,"help",NA
22,"the",NA
22,"fmspca",NA
22,"http",NA
22,"owlycUK2302mAl8",NA
22,"ymmfire",NA
22,"pictwittercom5K34G0wIJJ",NA
23,"Beautify",NA
23,"those",NA
23,"neighbourhoods",NA
23,"folks",NA
23,"Congrats",NA
23,"AGGA",NA
23,"FMUnitedWay",NA
23,"AlbertaAg",NA
23,"ymmfire",NA
23,"https",NA
23,"twittercomthielsghstatu",NA
23,"s758817741524480006",NA
23,"…",NA
24,"ICYMI",NA
24,"AbGov",NA
24,"advances","positive"
24,"money","anger"
24,"money","anticipation"
24,"money","joy"
24,"money","positive"
24,"money","surprise"
24,"money","trust"
24,"to",NA
24,"ymm",NA
24,"to",NA
24,"cover","trust"
24,"175M",NA
24,"uninsurable",NA
24,"costs",NA
24,"of",NA
24,"ymmfire",NA
24,"",NA
24,"http",NA
24,"bitly2amOLvK",NA
24,"pictwittercomJWyBsfyCAs",NA
25,"RT",NA
25,"kaos911radio",NA
25,"Min",NA
25,"of",NA
25,"Econ",NA
25,"Dev",NA
25,"DeronBilous",NA
25,"",NA
25,"MayorMelissa",NA
25,"annouce",NA
25,"small","negative"
25,"business",NA
25,"support","positive"
25,"support",NA
25,"ymm",NA
25,"ymmfire",NA
25,"rmwb",NA
25,"pictwittercomidLxJapv3D",NA
26,"Happy",NA
26,"TigerDay",NA
26,"",NA
26,"Heres",NA
26,"Grey",NA
26,"Tiger",NA
26,"",NA
26,"Black",NA
26,"Tiger",NA
26,"saved",NA
26,"by",NA
26,"cawsab",NA
26,"",NA
26,"FMSPCA",NA
26,"from",NA
26,"ymmfire",NA
26,"",NA
26,"Hear",NA
26,"the",NA
26,"story",NA
26,"on",NA
26,"Ep",NA
26,"17",NA
26,"pictwittercomFNdEpsRzfM",NA
27,"ymmfire",NA
27,"drove",NA
27,"down",NA
27,"our",NA
27,"GDP",NA
27,"But",NA
27,"Greenpeace",NA
27,"says",NA
27,"we",NA
27,"can",NA
27,"leave","negative"
27,"leave","sadness"
27,"leave","surprise"
27,"leave",NA
27,"it",NA
27,"in",NA
27,"the",NA
27,"ground","trust"
27,"cdnpoli",NA
27,"https",NA
27,"twittercomfinancialpost",NA
27,"status759052449600516096",NA
27,"…",NA
28,"fmspca",NA
28,"is",NA
28,"OPEN",NA
28,"Wed",NA
28,"to",NA
28,"Sun",NA
28,"July",NA
28,"2731",NA
28,"115pm",NA
28,"for",NA
28,"FREE",NA
28,"pet","negative"
28,"supplies","positive"
28,"Kennels",NA
28,"toys",NA
28,"more",NA
28,"ymmfire",NA
28,"ymmstrong",NA
28,"ymm",NA
28,"pictwittercomhwKrKGGH3c",NA
29,"CommunityProfile",NA
29,"at",NA
29,"1030",NA
29,"with",NA
29,"FuseSocialYMM",NA
29,"to",NA
29,"discuss",NA
29,"their",NA
29,"story",NA
29,"with",NA
29,"ymmfire",NA
29,"",NA
29,"volunteers","trust"
29,"",NA
29,"JDOnAirDJ",NA
29,"ymm",NA
29,"pictwittercomJ41Ik76TPv",NA
30,"Nice",NA
30,"story",NA
30,"but",NA
30,"sounds",NA
30,"like","positive"
30,"like",NA
30,"a",NA
30,"odd","negative"
30,"odd",NA
30,"sequence",NA
30,"for",NA
30,"emergency","fear"
30,"emergency","negative"
30,"emergency","sadness"
30,"emergency","surprise"
30,"emergency","negative"
30,"emergency",NA
30,"mngt",NA
30,"planning","anticipation"
